"","Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID"
"11","<U+250F><U+2501><U+2501><U+256E><U+250F><U+2513><U+250F><U+2513><U+256D><U+2501><U+2513><U+250F><U+2501><U+2513>
<U+2503><U+250F><U+256E><U+2503><U+2503><U+2503><U+2503><U+2503><U+2503><U+256D><U+251B><U+2503><U+2517><U+2513>
<U+2503><U+2503><U+2503><U+2570><U+251B><U+2503><U+2503><U+2503><U+2503><U+2570><U+2513><U+2503><U+2517><U+2513> WOOOOOW
<U+2517><U+251B><U+2570><U+2501><U+2501><U+251B><U+2517><U+251B><U+2570><U+2501><U+251B><U+2517><U+2501><U+251B>","Juan Pablo Bejarano Soto","0","1","2019-11-17T01:02:46.000Z","Ugwx_IfRWJRrsWcW0GZ4AaABAg","None","FALSE","nfs8NYg7yQM"
"12","I know these two girls who this describes perfectly","Xavier Shaw","0","0","2019-11-17T00:28:47.000Z","Ugw6GRDUqxu-sd-oWDF4AaABAg","None","FALSE","nfs8NYg7yQM"
"13","She’s from babysitter","Nate W","0","1","2019-11-17T00:27:26.000Z","UgwJZF3_1o_23ZSfOe94AaABAg","None","FALSE","nfs8NYg7yQM"
"14","charlie oha kizi nasil öpersin uleyn yaziklar olsun sanaaa","SuGaPeReSt 2. KANAL","0","0","2019-11-17T00:23:10.000Z","Ugy9RK68EhwRVeTNhCd4AaABAg","None","FALSE","nfs8NYg7yQM"
"15","Nice.... amazing <U+0001F44D><U+0001F44D>","Steven Caesar","0","0","2019-11-16T23:58:34.000Z","UgyYjxrj85thh3Zg9rZ4AaABAg","None","FALSE","nfs8NYg7yQM"
"16","Nice","juanpa 75","0","0","2019-11-16T23:49:32.000Z","Ugykrb6Fwz3FFsfoBO14AaABAg","None","FALSE","nfs8NYg7yQM"
"17","hola","Santiago Morales","0","1","2019-11-16T21:46:41.000Z","UgxQgReH18QPwF0D_TV4AaABAg","None","FALSE","nfs8NYg7yQM"
"18","Luv his voice","Yvonne Mendez","0","0","2019-11-16T21:41:04.000Z","UgxCpiIbuN7NweqFofh4AaABAg","None","FALSE","nfs8NYg7yQM"
"19","Uite comentariul ala roman care-l cauti","Leonard Turiac","0","0","2019-11-16T21:12:07.000Z","UgwgbGdfrMgUpQiEOIp4AaABAg","None","FALSE","nfs8NYg7yQM"
"20","You just want attention
You don't want my like","csoki_fanny","0","0","2019-11-16T20:01:15.000Z","UgxMxt3Xaq1nMH9tUst4AaABAg","None","FALSE","nfs8NYg7yQM"
"21","me encanta esta musicaaaa","Marisa Obregon","0","1","2019-11-16T18:16:39.000Z","Ugybhrtk-lZ3v0OalYF4AaABAg","None","FALSE","nfs8NYg7yQM"
"22","<U+2764><U+FE0F><U+2764><U+FE0F>","Butterfly Effect","0","0","2019-11-16T18:15:54.000Z","UgyDWWFiFC95NJc-S7R4AaABAg","None","FALSE","nfs8NYg7yQM"
"23","veriy veriy nice nie","Mehmet Yildiz","0","0","2019-11-16T18:00:41.000Z","Ugzajd7_Ct4ghXWdSnh4AaABAg","None","FALSE","nfs8NYg7yQM"
"24","Anyone come here from David dobrik?","Digital Gaming","0","0","2019-11-16T17:45:26.000Z","UgxswSF2Dvz-1q0y5pt4AaABAg","None","FALSE","nfs8NYg7yQM"
"25","Love from INDIA<U+0001F1EE><U+0001F1F3>","Aayush goyal","0","0","2019-11-16T17:24:37.000Z","UgxX18XH8byaZxksOyx4AaABAg","None","FALSE","nfs8NYg7yQM"
"26","Who's here before 1.5 B views?","Aishee Ghatak","0","1","2019-11-16T16:47:46.000Z","UgyxrcfJrj6MBCoScup4AaABAg","None","FALSE","nfs8NYg7yQM"
"27","Unacademy wale yaha bhi pareshaan kar rahe hai Please Unacademy ""i want my space""","Saurabh Siddharth","0","0","2019-11-16T15:58:08.000Z","UgxOzZig7T19ZuuSEth4AaABAg","None","FALSE","nfs8NYg7yQM"
"28","Typically,Scientifically,Absolutely and Accurately This Song makes my attention!","John Christian Terencio","0","0","2019-11-16T15:49:02.000Z","UgyzKyAnSk8FPGGVdNJ4AaABAg","None","FALSE","nfs8NYg7yQM"
"29","Agiz oynatma sekli ilginç","WOMENWOLD TRINKS","0","0","2019-11-16T15:17:02.000Z","UgwzO0rjk9fN4zJiWod4AaABAg","None","FALSE","nfs8NYg7yQM"
"30","Perfect song !!!!!!!!<U+0001F44D><U+0001F497><U+0001F60D><U+0001F495><U+0001F49D>","vivian Kiriakidou","0","0","2019-11-16T14:28:09.000Z","UgxTyoSuUIHBGHlhBb94AaABAg","None","FALSE","nfs8NYg7yQM"
"31","My favourite  song","Shahidul Islam","0","0","2019-11-16T14:07:59.000Z","UgyIY1ecqO1S2EKvkwB4AaABAg","None","FALSE","nfs8NYg7yQM"
"32","Who's here because of gacha life glmv..

Subscribe:IPG Gacha_Fun","Its Pearl Gold","0","0","2019-11-16T11:37:15.000Z","UgygZ_zpM6xtMBXpWkN4AaABAg","None","FALSE","nfs8NYg7yQM"
"33","Love the songs the boy from Eng class from songland i dont know it is u in some music vids","Edel Looby","0","0","2019-11-16T11:33:06.000Z","Ugw1uFboDoK2Bs5bFfB4AaABAg","None","FALSE","nfs8NYg7yQM"
"34","I BOUGHT this Album in Nov.19'","kdj29","0","0","2019-11-16T10:44:31.000Z","Ugy6bwkQtH4yWNKbA7V4AaABAg","None","FALSE","nfs8NYg7yQM"
"35","this song is and always will be timeless. it could have been done with steely dan and michael mcdonald in 1979/1980, or michael jackson in 84' or timberlake in 99'. blue eyed soul forever LA/OC SoCal Represent!","kdj29","0","0","2019-11-16T10:42:48.000Z","UgwsHDpO58XDQE5ycrd4AaABAg","None","FALSE","nfs8NYg7yQM"
"36","that psyco bitch from hell probably gave him that eyebrow scar. love on the susperia color and michael mcdonaldjackson","kdj29","0","0","2019-11-16T10:38:37.000Z","UgzwnKxfhCx6qlWwOsp4AaABAg","None","FALSE","nfs8NYg7yQM"
"37","i like it su much!!!!","nika gamer","0","0","2019-11-16T09:36:47.000Z","Ugx5JrSuumWaNjSBiF54AaABAg","None","FALSE","nfs8NYg7yQM"
"38","2.31 <U+0001F448><U+0001F44C><U+2764><U+FE0F><U+0001F60D>","Chamara Fernando","0","0","2019-11-16T09:14:40.000Z","Ugz4_8R9G-Z_vidXC7B4AaABAg","None","FALSE","nfs8NYg7yQM"
"39","Everybody Give Attention to "" ATTENTION "" And Entre in Billion Views CONGRATS.","Sameer Khan","0","0","2019-11-16T08:39:46.000Z","Ugz-jWYm2wl8bIsEfVR4AaABAg","None","FALSE","nfs8NYg7yQM"
"40","<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>","Khoirun Athofunnisa","0","0","2019-11-16T07:32:19.000Z","UgxwBunOCg4jNr7LDyV4AaABAg","None","FALSE","nfs8NYg7yQM"
"41","Like si hablás español","Cristian Antonio","0","0","2019-11-16T06:28:47.000Z","UgxRFflKSZuh_FajyMp4AaABAg","None","FALSE","nfs8NYg7yQM"
"42","Bruh, just realized that the woman in the video is the killer in the horror movie babysitter lol<U+0001F52A><U+0001F52A><U+0001F52A>","AjFruitPopXD Games","0","0","2019-11-16T05:21:26.000Z","Ugw2qKQGr3Bzgllbc2t4AaABAg","None","FALSE","nfs8NYg7yQM"
"43","1B","Aryan Narangr","0","0","2019-11-16T04:49:29.000Z","UgzpotG0WpdSK6_6-DR4AaABAg","None","FALSE","nfs8NYg7yQM"
"44","Good","Bik Ma","0","0","2019-11-16T03:59:34.000Z","UgxLxFdfjF51F9X2a054AaABAg","None","FALSE","nfs8NYg7yQM"
"45","I'm really liking this remix of Attention, maybe even more than the original.  What do you think?
https://youtu.be/zUNeisvuLDc","Oyster Bread","0","1","2019-11-16T03:11:19.000Z","UgxB5aFQrK21glScaoF4AaABAg","None","FALSE","nfs8NYg7yQM"
"46","My choice is Alan walker","Hoang Danh Ngo","0","0","2019-11-16T02:59:40.000Z","Ugysdl5BZ0dsRiIBoph4AaABAg","None","FALSE","nfs8NYg7yQM"
"47","Comment Alan Walker like Charlie puth","Hoang Danh Ngo","0","0","2019-11-16T02:59:06.000Z","UgxqOGEE4YGRIunsiJt4AaABAg","None","FALSE","nfs8NYg7yQM"
"48","I love Charlie Puth and Alan w alker","Hoang Danh Ngo","0","0","2019-11-16T02:57:56.000Z","UgxWwQqOODHW-oDiTyB4AaABAg","None","FALSE","nfs8NYg7yQM"
"49","Right now","Costi Crg","0","0","2019-11-16T02:47:38.000Z","UgxdRvg4f13IaVAT6YN4AaABAg","None","FALSE","nfs8NYg7yQM"
"50","Let's make this reach 1.1B before the year ends","Jake Mazo","0","0","2019-11-16T01:52:36.000Z","UgyxcVz-kasO-9D1n2t4AaABAg","None","FALSE","nfs8NYg7yQM"
"51","GG BRASIL/ BRAZILIAN","Ohh Puto","0","0","2019-11-16T01:08:51.000Z","UgyfQhTuRuKyxJFJUrJ4AaABAg","None","FALSE","nfs8NYg7yQM"
"52","who keeps listening","Deisy Ávila","0","0","2019-11-16T00:43:27.000Z","Ugz7VcPYSEBuYBpa1fp4AaABAg","None","FALSE","nfs8NYg7yQM"
"53","Alguien en 2019 15/11/19 Bv","Norma Elena Pinto Garduño","1","1","2019-11-16T00:31:52.000Z","Ugzipekwz18LT4lhYBZ4AaABAg","None","FALSE","nfs8NYg7yQM"
"54","Amooooooooooooooo","Sil Pires","0","0","2019-11-15T23:03:18.000Z","UgxVQieMzgXkKGz_Rk54AaABAg","None","FALSE","nfs8NYg7yQM"
"55","Ay 1 billion views","RiingMsn","0","0","2019-11-15T22:41:45.000Z","UgwW6c4bNrcY428jqdx4AaABAg","None","FALSE","nfs8NYg7yQM"
"56","queen Habla español","Franklin Vinicio Guerra Lara","0","0","2019-11-15T22:00:38.000Z","UgymQChtkk511n0rKbt4AaABAg","None","FALSE","nfs8NYg7yQM"
"57","<U+0627><U+063A><U+0646><U+064A><U+062A><U+064A> <U+0627><U+0644><U+0645><U+0641><U+0636><U+0644><U+0629> <U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>","Mariem Adel hosny","0","0","2019-11-15T21:59:31.000Z","Ugx1Nq_XB3YVNX5TbU54AaABAg","None","FALSE","nfs8NYg7yQM"
"58","Alguém do Brasil ??<U+0001F917><U+0001F917>","Mi e Ju","1","2","2019-11-15T19:30:05.000Z","UgzkjOc_XWPPaLiEe0d4AaABAg","None","FALSE","nfs8NYg7yQM"
"59","The beat","Jason Sam","0","0","2019-11-15T18:44:31.000Z","UgzKDi_YFaOt-JXhvUt4AaABAg","None","FALSE","nfs8NYg7yQM"
"60","Buuuuuuuuuuu","Osmara Maltez","0","0","2019-11-15T17:39:47.000Z","UgzNBTvxMfmtysXk5ql4AaABAg","None","FALSE","nfs8NYg7yQM"
"61","I just realized that the girl is “bee” from the babysitter. Lol.","Tasha Salah","2","10","2019-11-15T17:35:06.000Z","Ugxqw5JenWBr-mGPJal4AaABAg","None","FALSE","nfs8NYg7yQM"
"62","2019 ? *******","Liux pgameur","0","1","2019-11-15T17:33:03.000Z","UgzC6_AvZ5t736PBDhZ4AaABAg","None","FALSE","nfs8NYg7yQM"
"63","I always thought this song was pretty cringe... but I came back again a few years later *_and damn the song bass sounds are very nice_*","it's not a phase, mom","0","5","2019-11-15T16:48:35.000Z","Ugy2b2M8OsTmnDF_5yJ4AaABAg","None","FALSE","nfs8NYg7yQM"
"64","What is the name of the actress who stars in this video?","Admin Admin","0","0","2019-11-15T16:11:06.000Z","UgyLDs2xi5AKqURofXF4AaABAg","None","FALSE","nfs8NYg7yQM"
"65","<U+0410> <U+0447><U+0442><U+043E> <U+0437><U+0430> <U+0430><U+043A><U+0442><U+0440><U+0438><U+0441><U+0430> <U+0437><U+0434><U+0435><U+0441><U+044C> <U+0441><U+043D><U+0438><U+043C><U+0430><U+0435><U+0442><U+0441><U+044F>?","Admin Admin","0","0","2019-11-15T16:09:47.000Z","UgwhOVUk81LGiFxdQV94AaABAg","None","FALSE","nfs8NYg7yQM"
"66","Who have Instagram of this beautiful woman","Xa No","0","0","2019-11-15T15:46:44.000Z","UgwfPUL6aYapwIKX3Nx4AaABAg","None","FALSE","nfs8NYg7yQM"
"67","WHO IS HERE FROM GAREEB POST ON INSTA <U+0001F609><U+0001F609>","WIZARD GAMING","0","1","2019-11-15T15:41:31.000Z","UgxYnq21PE-fyKiBobR4AaABAg","None","FALSE","nfs8NYg7yQM"
"68","gachatubers: *moonwalks in*","Strawberry Flavoured Clorox Bleach","0","0","2019-11-15T15:30:16.000Z","UgxPMfIZTsqpVkTKEl94AaABAg","None","FALSE","nfs8NYg7yQM"
"69","1:27","<U+0425><U+0425><U+0425> <U+0410>M<U+0410>TEUR S<U+0415><U+0425> VID<U+0415>O - CLI<U+0421><U+041A> HER<U+0415>","0","0","2019-11-15T14:25:07.000Z","Ugw79tHEcv8-pUs8wV94AaABAg","None","FALSE","nfs8NYg7yQM"
"70","Anyone in 1947?","itz kulveer edits","0","1","2019-11-15T14:24:05.000Z","Ugy0NxJGx1bisXGUj6B4AaABAg","None","FALSE","nfs8NYg7yQM"
"71","It's already November 2019 but still hoping and waiting for your Attention Charlie!!!! <U+0001F63B>","Joycereel Mosquiter","0","0","2019-11-15T14:16:35.000Z","UgyH9OVTm-ri3JB2KwB4AaABAg","None","FALSE","nfs8NYg7yQM"
"72","You are the best singer","<U+042D><U+0440><U+0438><U+043A> <U+041E><U+0441><U+043C><U+043E><U+043D><U+0430><U+043B><U+0438><U+0435><U+0432>","0","0","2019-11-15T13:50:48.000Z","Ugx19lqZK60L9O2RphR4AaABAg","None","FALSE","nfs8NYg7yQM"
"73","You just want attention","Victor Romano","0","0","2019-11-15T13:33:37.000Z","UgxwvgJXtqrO9_EHxkx4AaABAg","None","FALSE","nfs8NYg7yQM"
"74","Kingggg","Bidisha Das","0","0","2019-11-15T13:18:03.000Z","UgzhWRttSynFQhplSrN4AaABAg","None","FALSE","nfs8NYg7yQM"
"75","PERFECT!","Kirill Lazarev","0","0","2019-11-15T13:15:52.000Z","Ugyzx106V6OxV8Ajith4AaABAg","None","FALSE","nfs8NYg7yQM"
"76","You know he did good when the video has 1billion views","ok gameplay","0","0","2019-11-15T13:05:03.000Z","UgxcKFTzBa-TZGOcIr94AaABAg","None","FALSE","nfs8NYg7yQM"
"77","Fan Charlie Puth","Di<U+1EC7>u Phùng","0","0","2019-11-15T12:32:07.000Z","UgwEMBQMv1u3SdAOzIt4AaABAg","None","FALSE","nfs8NYg7yQM"
"78","juicy lips mmmm lipstick chatbo uff kissy  chumma","Yasir Arafat","0","0","2019-11-15T09:29:25.000Z","Ugy6M1eoCQLUm7r_4ux4AaABAg","None","FALSE","nfs8NYg7yQM"
"79","heavvy dood sexy bra panti uff khabo","Yasir Arafat","0","0","2019-11-15T09:27:55.000Z","UgyDN3OvpV_buVy3GtR4AaABAg","None","FALSE","nfs8NYg7yQM"
"80","Finally 1B views.","somyajeet gupta","0","0","2019-11-15T08:07:20.000Z","UgwSSmyZnypYYOaBWXJ4AaABAg","None","FALSE","nfs8NYg7yQM"
"81","Nearly 2020!!!","Ruby Leigh","0","0","2019-11-15T08:06:22.000Z","Ugy-OZAi9vlO3-No-CJ4AaABAg","None","FALSE","nfs8NYg7yQM"
"82","<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>","Ruby Leigh","0","0","2019-11-15T08:05:20.000Z","UgwQAGpfkwrMzVR1bOV4AaABAg","None","FALSE","nfs8NYg7yQM"
"83","Wow billion views","Bright future","0","1","2019-11-15T07:38:26.000Z","UgzoJDkhx52dlTtfepx4AaABAg","None","FALSE","nfs8NYg7yQM"
"84","Elisabeth","Elina Bosis","0","0","2019-11-15T07:27:25.000Z","UgyS04vTcogxfxa59k14AaABAg","None","FALSE","nfs8NYg7yQM"
"85","Whose here after 1B","harsha vardhana mb","0","1","2019-11-15T05:47:13.000Z","UgzbayBX07n9_ZUi2Qp4AaABAg","None","FALSE","nfs8NYg7yQM"
"86","Charlie...u dying for this girl makes me jealous af","Mahua Bhattacharyya","0","0","2019-11-15T05:43:40.000Z","UgyHpVWeAikaqSyQisN4AaABAg","None","FALSE","nfs8NYg7yQM"
"87","2019?","iFace Gaming","0","0","2019-11-15T05:31:04.000Z","UgxlNsLk7Vkp25XEWZx4AaABAg","None","FALSE","nfs8NYg7yQM"
"88","Are you guys watching the calendar and listening to this song at the same time? please don't, because it's so dumb :)) we don't need ""calendar"" comments!","khanhd4","0","1","2019-11-15T05:27:41.000Z","UgztHqF5vfqf8-g58y54AaABAg","None","FALSE","nfs8NYg7yQM"
"89","Love this song!","Julissa Baldeon","0","0","2019-11-15T05:22:25.000Z","UgyBWu65bBsGlLK1QZB4AaABAg","None","FALSE","nfs8NYg7yQM"
"90","G FoR <U+0001F514>","KD_IS_ LIVE","0","0","2019-11-15T04:42:47.000Z","UgxN68xy2bHrqp_oXI94AaABAg","None","FALSE","nfs8NYg7yQM"
"91","https://youtu.be/xW-F6RE4PtM
Watch now<U+0001F446><U+270C><U+0001F91F> if u r music lover <U+0001F3A4><U+0001F3BC><U+0001F3B9><U+0001F3B6>","fact - based factz","0","0","2019-11-15T04:04:02.000Z","UgwSvLd2PpEhuZN3TAN4AaABAg","None","FALSE","nfs8NYg7yQM"
"92","Anyone here in November 2019.","Sonika Jain","0","0","2019-11-15T03:31:41.000Z","UgyAavLAAbnWnGfm1V14AaABAg","None","FALSE","nfs8NYg7yQM"
"93","Drill Instructor at boot camp: Atten-TION!
Recruits: You just want attention!
Drill Instructor puts head through the wall","zorgi","0","0","2019-11-15T03:16:43.000Z","UgzkgU31uSGaMCCJGVp4AaABAg","None","FALSE","nfs8NYg7yQM"
"94","1 billon view!!!","Nick procopis","0","0","2019-11-15T03:08:00.000Z","Ugwo72VA-PH2Qxalj9p4AaABAg","None","FALSE","nfs8NYg7yQM"
"95","<U+0001F622><U+0001F494>","Cherry Blossom","0","0","2019-11-15T01:07:08.000Z","Ugx29-tW0YTyVhKBnnF4AaABAg","None","FALSE","nfs8NYg7yQM"
"96","This song make me feel sexy","Chinta Hudl","0","4","2019-11-14T20:37:46.000Z","UgzQftK9rHRwGf_AmaN4AaABAg","None","FALSE","nfs8NYg7yQM"
"97","How can you make such great music? I can't listen to it. Thanks. <U+0001F44F><U+0001F44F><U+0001F44F>","JOKER","0","0","2019-11-14T19:23:45.000Z","UgyQ56u4fZ-wTr2YjLh4AaABAg","None","FALSE","nfs8NYg7yQM"
"98","https://youtu.be/xW-F6RE4PtM
Watch now<U+0001F446><U+270C><U+0001F91F>","fact - based factz","0","0","2019-11-14T19:22:47.000Z","UgzQBXuSLTZ8-1cn4Hl4AaABAg","None","FALSE","nfs8NYg7yQM"
"99","She Just want to fuck you, whats the problem?","staskertube","0","0","2019-11-14T18:44:16.000Z","UgxL_TrAwltYKGjIPJJ4AaABAg","None","FALSE","nfs8NYg7yQM"
"100","what are you doing to me?","Sadani Imalsha","0","0","2019-11-14T18:23:12.000Z","Ugz9XwZPDUjoL7c6KSZ4AaABAg","None","FALSE","nfs8NYg7yQM"
"101","Finally 1 Billion","Shayaan Sh","0","1","2019-11-14T17:57:52.000Z","UgzMf1Zup9bZlZplU0J4AaABAg","None","FALSE","nfs8NYg7yQM"
"102","From gareebs story anyone else?","Bhargav Kanabar","1","1","2019-11-14T17:42:08.000Z","Ugxh047DoSBup9ez8QZ4AaABAg","None","FALSE","nfs8NYg7yQM"
"103","What a heck 1Billion views!?!??!","zgamer325","0","0","2019-11-14T17:04:04.000Z","UgxuzeRxF2ML-nR3BfB4AaABAg","None","FALSE","nfs8NYg7yQM"
"104","i just love this song","Abhishek Kumar","0","0","2019-11-14T16:58:36.000Z","UgzhKs9X3VOrWchkUUx4AaABAg","None","FALSE","nfs8NYg7yQM"
"105","The beginning instrumental remind me of take me back to London.","David Alfred","0","1","2019-11-14T16:44:11.000Z","UgyjT7oNs-QUStL_bJF4AaABAg","None","FALSE","nfs8NYg7yQM"
"106","Hii fallow me my cannal please","Berrak Su","0","0","2019-11-14T16:39:53.000Z","UgxqP_5PgJMo3WDNqed4AaABAg","None","FALSE","nfs8NYg7yQM"
"107","Best song","ljiljana petrovic","0","0","2019-11-14T15:42:18.000Z","Ugzb0S5hHUqQx9_1Ew94AaABAg","None","FALSE","nfs8NYg7yQM"
"108","<U+263B><U+263B>..<U+0001F1E6><U+200B><U+0001F1F9><U+200B><U+0001F1F9><U+200B><U+0001F1EA><U+200B><U+0001F1F3><U+200B><U+0001F1F9><U+200B><U+0001F1EE><U+200B><U+0001F1F4><U+200B><U+0001F1F3><U+200B>..<U+263B><U+263B>","kRiSh ArYa","0","2","2019-11-14T15:37:18.000Z","Ugy0H9bQlF4LA1JuRT14AaABAg","None","FALSE","nfs8NYg7yQM"
"109","*Who Is Best?*
*Charlie Puth : Like*
*Justin Bieber : Comment*","Egg With 100K Subscribers Challenge","7","117","2019-11-14T13:11:24.000Z","UgzQX_Uup_jjHKrFXRR4AaABAg","None","FALSE","nfs8NYg7yQM"
"110","Je t aime charlotte","Maxime Rigal","0","0","2019-11-14T13:04:44.000Z","Ugyd9Nq5NIw6O52Zfep4AaABAg","None","FALSE","nfs8NYg7yQM"
"111","Vi<U+1EC7>t nam dâu di<U+1EC3>m danh @@ <U+270B><U+270B><U+270B><U+270B><U+270B><U+270B><U+270B><U+270B><U+270B><U+270B>","Nam Nguyen","0","0","2019-11-14T13:04:12.000Z","Ugxpijxpg4kW0cUcyCp4AaABAg","None","FALSE","nfs8NYg7yQM"
"112","<U+0427><U+0422><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E><U+041E>???????????
1<U+041C><U+0418><U+041B><U+041B><U+0418><U+0410><U+0420><U+0414> <U+041F><U+0420><U+041E><U+0421><U+041C><U+041E><U+0422><U+0420> 6 <U+041B><U+042F><U+041C> <U+041B><U+0410><U+0419><U+041A><U+041E><U+0412><U+0001F625><U+0001F62E><U+0001F62E><U+0001F62E><U+0001F62E><U+0001F62E><U+0001F625><U+0001F62E><U+0001F62E><U+0001F625><U+0001F625><U+0001F627><U+0001F627><U+0001F626><U+0001F626><U+0001F627><U+0001F626><U+0001F627><U+0001F626><U+0001F627><U+0001F627><U+0001F626><U+0001F627><U+0001F626><U+0001F627><U+0001F626><U+0001F626><U+041C><U+043E><U+0438> <U+0433><U+043B><U+0430><U+0437><U+0430> <U+043E><U+0441><U+043B><U+0435><U+043F><U+043B><U+0438>!!!!!","Alone","0","0","2019-11-14T12:12:08.000Z","UgzT6sjN3M1XPrNwYVd4AaABAg","None","FALSE","nfs8NYg7yQM"
"113","I love you","Abg zaril hensem","0","1","2019-11-14T11:57:49.000Z","UgzMVe7Ckjd2V2H3Vnt4AaABAg","None","FALSE","nfs8NYg7yQM"
"114","/\          /\
(  <U+25CF> <U+2661> <U+25CF>  )
 
I love itttttt","Nadia Wielgosz","0","0","2019-11-14T11:52:14.000Z","UgwMgCs_Fv_L6i5HP4l4AaABAg","None","FALSE","nfs8NYg7yQM"
